Wall time,Step,Value
1670401099.5260344,3000,0.0
1670401153.5051165,4500,0.0
1670401208.6715813,6000,0.0
1670401263.4197068,7500,2.1111111640930176
1670401318.6866372,9000,2.1111111640930176
1670401373.3068306,10500,9.333333015441895
1670401427.9150565,12000,9.333333015441895
1670401483.365684,13500,13.0
1670401538.7913885,15000,13.666666984558105
1670401594.9683566,16500,13.666666984558105
1670401650.9874592,18000,13.523809432983398
1670401705.794631,19500,13.523809432983398
1670401760.2269468,21000,15.041666984558105
1670401815.6239622,22500,16.074073791503906
1670401871.3603842,24000,16.074073791503906
1670401926.1060941,25500,16.233333587646484
1670401981.3940394,27000,16.233333587646484
1670402036.8262534,28500,16.969696044921875
1670402091.7441134,30000,18.22222137451172
1670402146.7551463,31500,18.22222137451172
1670402201.8303745,33000,18.69230842590332
1670402256.5749,34500,18.69230842590332
1670402310.9682312,36000,19.261905670166016
1670402365.5103283,37500,19.622222900390625
1670402420.1436882,39000,19.622222900390625
1670402476.6196754,40500,20.10416603088379
1670402532.3706026,42000,20.10416603088379
1670402587.3507688,43500,21.3137264251709
1670402641.2608202,45000,21.537036895751953
1670402696.188933,46500,21.537036895751953
1670402751.5236635,48000,21.6842098236084
1670402806.540627,49500,21.6842098236084
1670402863.251914,51000,22.28333282470703
1670402918.8319194,52500,22.126983642578125
1670402973.6819894,54000,22.126983642578125
1670403028.0521617,55500,22.121212005615234
1670403082.547469,57000,22.121212005615234
1670403138.2139316,58500,22.275362014770508
1670403193.5624583,60000,22.66666603088379
1670403248.8936737,61500,22.66666603088379
1670403303.5930529,63000,22.280000686645508
1670403357.6819758,64500,22.454545974731445
1670403412.326011,66000,22.769229888916016
1670403468.5584397,67500,22.93827247619629
1670403513.2445586,69000,22.93827247619629
1670403553.944914,70500,23.238094329833984
1670403593.7235944,72000,23.287355422973633
1670403633.259403,73500,23.287355422973633
1670403673.273884,75000,23.044445037841797
1670403713.0304184,76500,23.044445037841797
1670403752.8273618,78000,23.408601760864258
1670403792.642076,79500,23.47916603088379
1670403832.1154337,81000,23.47916603088379
1670403872.0898745,82500,23.636363983154297
1670403911.9021459,84000,23.636363983154297
1670403951.982244,85500,24.170000076293945
1670403992.3967836,87000,25.059999465942383
1670404031.975134,88500,25.059999465942383
1670404071.9640832,90000,26.020000457763672
1670404112.199674,91500,26.020000457763672
1670404153.9547906,93000,25.90999984741211
1670404194.3236,94500,25.649999618530273
